item_id,scoring_system,condition,model,reasoning,raw_output,parsed_answer,determinable_case,correct,input_tokens,output_tokens,reasoning_tokens
IT167,CURB-65 Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,A,0,373.0,4.0,3.0
IT167,CURB-65 Score,irr_to_und_matched,Claude Opus 4.5,off,B,B,A,0,202.0,4.0,3.0
IT167,CURB-65 Score,rel_to_det,Claude Opus 4.5,off,B,B,A,0,200.0,4.0,3.0
IT167,CURB-65 Score,rel_to_und,Claude Opus 4.5,off,B,B,A,0,205.0,4.0,3.0
IT168,CURB-65 Score,baseline,Claude Opus 4.5,off,A,A,B,0,189.0,4.0,3.0
IT168,CURB-65 Score,irr_to_det_2x,Claude Opus 4.5,off,A,A,B,0,245.0,4.0,3.0
IT168,CURB-65 Score,irr_to_det_4x,Claude Opus 4.5,off,A,A,B,0,370.0,4.0,3.0
IT168,CURB-65 Score,irr_to_det_matched,Claude Opus 4.5,off,A,A,B,0,199.0,4.0,3.0
IT168,CURB-65 Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,B,1,245.0,4.0,3.0
IT168,CURB-65 Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,B,1,370.0,4.0,3.0
IT168,CURB-65 Score,irr_to_und_matched,Claude Opus 4.5,off,A,A,B,0,199.0,4.0,3.0
IT168,CURB-65 Score,rel_to_det,Claude Opus 4.5,off,B,B,B,1,198.0,4.0,3.0
IT168,CURB-65 Score,rel_to_und,Claude Opus 4.5,off,A,A,B,0,198.0,4.0,3.0
IT169,CURB-65 Score,baseline,Claude Opus 4.5,off,A,A,B,0,184.0,4.0,3.0
IT169,CURB-65 Score,irr_to_det_2x,Claude Opus 4.5,off,A,A,B,0,240.0,4.0,3.0
IT169,CURB-65 Score,irr_to_det_4x,Claude Opus 4.5,off,A,A,B,0,365.0,4.0,3.0
IT169,CURB-65 Score,irr_to_det_matched,Claude Opus 4.5,off,A,A,B,0,194.0,4.0,3.0
IT169,CURB-65 Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,B,1,240.0,4.0,3.0
IT169,CURB-65 Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,B,1,365.0,4.0,3.0
IT169,CURB-65 Score,irr_to_und_matched,Claude Opus 4.5,off,A,A,B,0,194.0,4.0,3.0
IT169,CURB-65 Score,rel_to_det,Claude Opus 4.5,off,B,B,B,1,197.0,4.0,3.0
IT169,CURB-65 Score,rel_to_und,Claude Opus 4.5,off,B,B,B,1,196.0,4.0,3.0
IT173,CURB-65 Score,baseline,Claude Opus 4.5,off,A,A,A,1,194.0,4.0,3.0
IT173,CURB-65 Score,irr_to_det_2x,Claude Opus 4.5,off,B,B,A,0,250.0,4.0,3.0
IT173,CURB-65 Score,irr_to_det_4x,Claude Opus 4.5,off,A,A,A,1,375.0,4.0,3.0
IT173,CURB-65 Score,irr_to_det_matched,Claude Opus 4.5,off,A,A,A,1,204.0,4.0,3.0
IT173,CURB-65 Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,A,0,250.0,4.0,3.0
IT173,CURB-65 Score,irr_to_und_4x,Claude Opus 4.5,off,A,A,A,1,375.0,4.0,3.0
IT173,CURB-65 Score,irr_to_und_matched,Claude Opus 4.5,off,A,A,A,1,204.0,4.0,3.0
IT173,CURB-65 Score,rel_to_det,Claude Opus 4.5,off,A,A,A,1,208.0,4.0,3.0
IT173,CURB-65 Score,rel_to_und,Claude Opus 4.5,off,B,B,A,0,203.0,4.0,3.0
IT177,CURB-65 Score,baseline,Claude Opus 4.5,off,A,A,B,0,195.0,4.0,3.0
IT177,CURB-65 Score,irr_to_det_2x,Claude Opus 4.5,off,B,B,B,1,251.0,4.0,3.0
IT177,CURB-65 Score,irr_to_det_4x,Claude Opus 4.5,off,B,B,B,1,376.0,4.0,3.0
IT177,CURB-65 Score,irr_to_det_matched,Claude Opus 4.5,off,B,B,B,1,205.0,4.0,3.0
IT177,CURB-65 Score,irr_to_und_2x,Claude Opus 4.5,off,A,A,B,0,251.0,4.0,3.0
IT177,CURB-65 Score,irr_to_und_4x,Claude Opus 4.5,off,A,A,B,0,376.0,4.0,3.0
IT177,CURB-65 Score,irr_to_und_matched,Claude Opus 4.5,off,A,A,B,0,205.0,4.0,3.0
IT177,CURB-65 Score,rel_to_det,Claude Opus 4.5,off,B,B,B,1,209.0,4.0,3.0
IT177,CURB-65 Score,rel_to_und,Claude Opus 4.5,off,B,B,B,1,201.0,4.0,3.0
IT181,CURB-65 Score,baseline,Claude Opus 4.5,off,B,B,A,0,198.0,4.0,3.0
IT181,CURB-65 Score,irr_to_det_2x,Claude Opus 4.5,off,B,B,A,0,254.0,4.0,3.0
IT181,CURB-65 Score,irr_to_det_4x,Claude Opus 4.5,off,B,B,A,0,379.0,4.0,3.0
IT181,CURB-65 Score,irr_to_det_matched,Claude Opus 4.5,off,B,B,A,0,208.0,4.0,3.0
IT181,CURB-65 Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,A,0,254.0,4.0,3.0
IT181,CURB-65 Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,A,0,379.0,4.0,3.0
IT181,CURB-65 Score,irr_to_und_matched,Claude Opus 4.5,off,B,B,A,0,208.0,4.0,3.0
IT181,CURB-65 Score,rel_to_det,Claude Opus 4.5,off,B,B,A,0,208.0,4.0,3.0
IT181,CURB-65 Score,rel_to_und,Claude Opus 4.5,off,B,B,A,0,210.0,4.0,3.0
IT184,CURB-65 Score,baseline,Claude Opus 4.5,off,B,B,B,1,202.0,4.0,3.0
IT184,CURB-65 Score,irr_to_det_2x,Claude Opus 4.5,off,B,B,B,1,258.0,4.0,3.0
IT184,CURB-65 Score,irr_to_det_4x,Claude Opus 4.5,off,A,A,B,0,383.0,4.0,3.0
IT184,CURB-65 Score,irr_to_det_matched,Claude Opus 4.5,off,A,A,B,0,212.0,4.0,3.0
IT184,CURB-65 Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,B,1,258.0,4.0,3.0
IT184,CURB-65 Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,B,1,383.0,4.0,3.0
IT184,CURB-65 Score,irr_to_und_matched,Claude Opus 4.5,off,A,A,B,0,212.0,4.0,3.0
IT184,CURB-65 Score,rel_to_det,Claude Opus 4.5,off,B,B,B,1,208.0,4.0,3.0
IT184,CURB-65 Score,rel_to_und,Claude Opus 4.5,off,B,B,B,1,216.0,4.0,3.0
IT185,CURB-65 Score,baseline,Claude Opus 4.5,off,B,B,A,0,195.0,4.0,3.0
IT185,CURB-65 Score,irr_to_det_2x,Claude Opus 4.5,off,B,B,A,0,251.0,4.0,3.0
IT185,CURB-65 Score,irr_to_det_4x,Claude Opus 4.5,off,B,B,A,0,376.0,4.0,3.0
IT185,CURB-65 Score,irr_to_det_matched,Claude Opus 4.5,off,A,A,A,1,205.0,4.0,3.0
IT185,CURB-65 Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,A,0,251.0,4.0,3.0
IT185,CURB-65 Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,A,0,376.0,4.0,3.0
IT185,CURB-65 Score,irr_to_und_matched,Claude Opus 4.5,off,A,A,A,1,205.0,4.0,3.0
IT185,CURB-65 Score,rel_to_det,Claude Opus 4.5,off,A,A,A,1,208.0,4.0,3.0
IT185,CURB-65 Score,rel_to_und,Claude Opus 4.5,off,B,B,A,0,203.0,4.0,3.0
IT196,Centor Score,baseline,Claude Opus 4.5,off,B,B,A,0,133.0,4.0,3.0
IT196,Centor Score,irr_to_det_2x,Claude Opus 4.5,off,B,B,A,0,173.0,4.0,3.0
IT196,Centor Score,irr_to_det_4x,Claude Opus 4.5,off,A,A,A,1,228.0,4.0,3.0
IT196,Centor Score,irr_to_det_matched,Claude Opus 4.5,off,B,B,A,0,141.0,4.0,3.0
IT196,Centor Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,A,0,173.0,4.0,3.0
IT196,Centor Score,irr_to_und_4x,Claude Opus 4.5,off,A,A,A,1,228.0,4.0,3.0
IT196,Centor Score,irr_to_und_matched,Claude Opus 4.5,off,B,B,A,0,141.0,4.0,3.0
IT196,Centor Score,rel_to_det,Claude Opus 4.5,off,B,B,A,0,139.0,4.0,3.0
IT196,Centor Score,rel_to_und,Claude Opus 4.5,off,B,B,A,0,144.0,4.0,3.0
IT197,Centor Score,baseline,Claude Opus 4.5,off,B,B,B,1,135.0,4.0,3.0
IT197,Centor Score,irr_to_det_2x,Claude Opus 4.5,off,B,B,B,1,175.0,4.0,3.0
IT197,Centor Score,irr_to_det_4x,Claude Opus 4.5,off,B,B,B,1,230.0,4.0,3.0
IT197,Centor Score,irr_to_det_matched,Claude Opus 4.5,off,B,B,B,1,143.0,4.0,3.0
IT197,Centor Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,B,1,175.0,4.0,3.0
IT197,Centor Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,B,1,230.0,4.0,3.0
IT197,Centor Score,irr_to_und_matched,Claude Opus 4.5,off,B,B,B,1,143.0,4.0,3.0
IT197,Centor Score,rel_to_det,Claude Opus 4.5,off,A,A,B,0,144.0,4.0,3.0
IT197,Centor Score,rel_to_und,Claude Opus 4.5,off,B,B,B,1,144.0,4.0,3.0
IT200,Centor Score,baseline,Claude Opus 4.5,off,A,A,B,0,140.0,4.0,3.0
IT200,Centor Score,irr_to_det_2x,Claude Opus 4.5,off,A,A,B,0,180.0,4.0,3.0
IT200,Centor Score,irr_to_det_4x,Claude Opus 4.5,off,A,A,B,0,235.0,4.0,3.0
IT200,Centor Score,irr_to_det_matched,Claude Opus 4.5,off,A,A,B,0,148.0,4.0,3.0
IT200,Centor Score,irr_to_und_2x,Claude Opus 4.5,off,A,A,B,0,180.0,4.0,3.0
IT200,Centor Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,B,1,235.0,4.0,3.0
IT200,Centor Score,irr_to_und_matched,Claude Opus 4.5,off,A,A,B,0,148.0,4.0,3.0
IT200,Centor Score,rel_to_det,Claude Opus 4.5,off,A,A,B,0,145.0,4.0,3.0
IT200,Centor Score,rel_to_und,Claude Opus 4.5,off,A,A,B,0,145.0,4.0,3.0
IT204,Centor Score,baseline,Claude Opus 4.5,off,A,A,A,1,140.0,4.0,3.0
IT204,Centor Score,irr_to_det_2x,Claude Opus 4.5,off,B,B,A,0,180.0,4.0,3.0
IT204,Centor Score,irr_to_det_4x,Claude Opus 4.5,off,B,B,A,0,235.0,4.0,3.0
IT204,Centor Score,irr_to_det_matched,Claude Opus 4.5,off,A,A,A,1,148.0,4.0,3.0
IT204,Centor Score,irr_to_und_2x,Claude Opus 4.5,off,A,A,A,1,180.0,4.0,3.0
IT204,Centor Score,irr_to_und_4x,Claude Opus 4.5,off,A,A,A,1,235.0,4.0,3.0
IT204,Centor Score,irr_to_und_matched,Claude Opus 4.5,off,A,A,A,1,148.0,4.0,3.0
IT204,Centor Score,rel_to_det,Claude Opus 4.5,off,A,A,A,1,151.0,4.0,3.0
IT204,Centor Score,rel_to_und,Claude Opus 4.5,off,A,A,A,1,151.0,4.0,3.0
IT205,Centor Score,baseline,Claude Opus 4.5,off,A,A,B,0,138.0,4.0,3.0
IT205,Centor Score,irr_to_det_2x,Claude Opus 4.5,off,A,A,B,0,178.0,4.0,3.0
IT205,Centor Score,irr_to_det_4x,Claude Opus 4.5,off,A,A,B,0,233.0,4.0,3.0
IT205,Centor Score,irr_to_det_matched,Claude Opus 4.5,off,A,A,B,0,146.0,4.0,3.0
IT205,Centor Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,B,1,178.0,4.0,3.0
IT205,Centor Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,B,1,233.0,4.0,3.0
IT205,Centor Score,irr_to_und_matched,Claude Opus 4.5,off,A,A,B,0,146.0,4.0,3.0
IT205,Centor Score,rel_to_det,Claude Opus 4.5,off,B,B,B,1,150.0,4.0,3.0
IT205,Centor Score,rel_to_und,Claude Opus 4.5,off,A,A,B,0,149.0,4.0,3.0
IT206,Centor Score,baseline,Claude Opus 4.5,off,B,B,A,0,123.0,4.0,3.0
IT206,Centor Score,irr_to_det_2x,Claude Opus 4.5,off,B,B,A,0,163.0,4.0,3.0
IT206,Centor Score,irr_to_det_4x,Claude Opus 4.5,off,B,B,A,0,218.0,4.0,3.0
IT206,Centor Score,irr_to_det_matched,Claude Opus 4.5,off,B,B,A,0,131.0,4.0,3.0
IT206,Centor Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,A,0,163.0,4.0,3.0
IT206,Centor Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,A,0,218.0,4.0,3.0
IT206,Centor Score,irr_to_und_matched,Claude Opus 4.5,off,B,B,A,0,131.0,4.0,3.0
IT206,Centor Score,rel_to_det,Claude Opus 4.5,off,B,B,A,0,133.0,4.0,3.0
IT206,Centor Score,rel_to_und,Claude Opus 4.5,off,B,B,A,0,132.0,4.0,3.0
IT207,Centor Score,baseline,Claude Opus 4.5,off,A,A,B,0,152.0,4.0,3.0
IT207,Centor Score,irr_to_det_2x,Claude Opus 4.5,off,A,A,B,0,192.0,4.0,3.0
IT207,Centor Score,irr_to_det_4x,Claude Opus 4.5,off,A,A,B,0,247.0,4.0,3.0
IT207,Centor Score,irr_to_det_matched,Claude Opus 4.5,off,A,A,B,0,160.0,4.0,3.0
IT207,Centor Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,B,1,192.0,4.0,3.0
IT207,Centor Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,B,1,247.0,4.0,3.0
IT207,Centor Score,irr_to_und_matched,Claude Opus 4.5,off,A,A,B,0,160.0,4.0,3.0
IT207,Centor Score,rel_to_det,Claude Opus 4.5,off,A,A,B,0,157.0,4.0,3.0
IT207,Centor Score,rel_to_und,Claude Opus 4.5,off,B,B,B,1,158.0,4.0,3.0
IT209,Centor Score,baseline,Claude Opus 4.5,off,B,B,A,0,132.0,4.0,3.0
IT209,Centor Score,irr_to_det_2x,Claude Opus 4.5,off,B,B,A,0,172.0,4.0,3.0
IT209,Centor Score,irr_to_det_4x,Claude Opus 4.5,off,B,B,A,0,227.0,4.0,3.0
IT209,Centor Score,irr_to_det_matched,Claude Opus 4.5,off,B,B,A,0,140.0,4.0,3.0
IT209,Centor Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,A,0,172.0,4.0,3.0
IT209,Centor Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,A,0,227.0,4.0,3.0
IT209,Centor Score,irr_to_und_matched,Claude Opus 4.5,off,B,B,A,0,140.0,4.0,3.0
IT209,Centor Score,rel_to_det,Claude Opus 4.5,off,B,B,A,0,143.0,4.0,3.0
IT209,Centor Score,rel_to_und,Claude Opus 4.5,off,B,B,A,0,138.0,4.0,3.0
IT212,Child-Pugh Classification,baseline,Claude Opus 4.5,off,A,A,B,0,152.0,4.0,3.0
IT212,Child-Pugh Classification,irr_to_det_2x,Claude Opus 4.5,off,B,B,B,1,206.0,4.0,3.0
IT212,Child-Pugh Classification,irr_to_det_4x,Claude Opus 4.5,off,A,A,B,0,301.0,4.0,3.0
IT212,Child-Pugh Classification,irr_to_det_matched,Claude Opus 4.5,off,A,A,B,0,165.0,4.0,3.0
IT212,Child-Pugh Classification,irr_to_und_2x,Claude Opus 4.5,off,A,A,B,0,206.0,4.0,3.0
IT212,Child-Pugh Classification,irr_to_und_4x,Claude Opus 4.5,off,A,A,B,0,301.0,4.0,3.0
IT212,Child-Pugh Classification,irr_to_und_matched,Claude Opus 4.5,off,A,A,B,0,165.0,4.0,3.0
IT212,Child-Pugh Classification,rel_to_det,Claude Opus 4.5,off,A,A,B,0,166.0,4.0,3.0
IT212,Child-Pugh Classification,rel_to_und,Claude Opus 4.5,off,A,A,B,0,156.0,4.0,3.0
IT213,Child-Pugh Classification,baseline,Claude Opus 4.5,off,B,B,A,0,170.0,4.0,3.0
IT213,Child-Pugh Classification,irr_to_det_2x,Claude Opus 4.5,off,A,A,A,1,224.0,4.0,3.0
IT213,Child-Pugh Classification,irr_to_det_4x,Claude Opus 4.5,off,A,A,A,1,319.0,4.0,3.0
IT213,Child-Pugh Classification,irr_to_det_matched,Claude Opus 4.5,off,B,B,A,0,183.0,4.0,3.0
IT213,Child-Pugh Classification,irr_to_und_2x,Claude Opus 4.5,off,B,B,A,0,224.0,4.0,3.0
IT213,Child-Pugh Classification,irr_to_und_4x,Claude Opus 4.5,off,A,A,A,1,319.0,4.0,3.0
IT213,Child-Pugh Classification,irr_to_und_matched,Claude Opus 4.5,off,B,B,A,0,183.0,4.0,3.0
IT213,Child-Pugh Classification,rel_to_det,Claude Opus 4.5,off,B,B,A,0,184.0,4.0,3.0
IT213,Child-Pugh Classification,rel_to_und,Claude Opus 4.5,off,B,B,A,0,179.0,4.0,3.0
IT214,Child-Pugh Classification,baseline,Claude Opus 4.5,off,B,B,A,0,174.0,4.0,3.0
IT214,Child-Pugh Classification,irr_to_det_2x,Claude Opus 4.5,off,B,B,A,0,228.0,4.0,3.0
IT214,Child-Pugh Classification,irr_to_det_4x,Claude Opus 4.5,off,B,B,A,0,323.0,4.0,3.0
IT214,Child-Pugh Classification,irr_to_det_matched,Claude Opus 4.5,off,B,B,A,0,187.0,4.0,3.0
IT214,Child-Pugh Classification,irr_to_und_2x,Claude Opus 4.5,off,B,B,A,0,228.0,4.0,3.0
IT214,Child-Pugh Classification,irr_to_und_4x,Claude Opus 4.5,off,B,B,A,0,323.0,4.0,3.0
IT214,Child-Pugh Classification,irr_to_und_matched,Claude Opus 4.5,off,B,B,A,0,187.0,4.0,3.0
IT214,Child-Pugh Classification,rel_to_det,Claude Opus 4.5,off,A,A,A,1,180.0,4.0,3.0
IT214,Child-Pugh Classification,rel_to_und,Claude Opus 4.5,off,B,B,A,0,185.0,4.0,3.0
IT216,Child-Pugh Classification,baseline,Claude Opus 4.5,off,B,B,B,1,168.0,4.0,3.0
IT216,Child-Pugh Classification,irr_to_det_2x,Claude Opus 4.5,off,B,B,B,1,222.0,4.0,3.0
IT216,Child-Pugh Classification,irr_to_det_4x,Claude Opus 4.5,off,B,B,B,1,317.0,4.0,3.0
IT216,Child-Pugh Classification,irr_to_det_matched,Claude Opus 4.5,off,B,B,B,1,181.0,4.0,3.0
IT216,Child-Pugh Classification,irr_to_und_2x,Claude Opus 4.5,off,B,B,B,1,222.0,4.0,3.0
IT216,Child-Pugh Classification,irr_to_und_4x,Claude Opus 4.5,off,B,B,B,1,317.0,4.0,3.0
IT216,Child-Pugh Classification,irr_to_und_matched,Claude Opus 4.5,off,B,B,B,1,181.0,4.0,3.0
IT216,Child-Pugh Classification,rel_to_det,Claude Opus 4.5,off,B,B,B,1,177.0,4.0,3.0
IT216,Child-Pugh Classification,rel_to_und,Claude Opus 4.5,off,B,B,B,1,182.0,4.0,3.0
IT217,Child-Pugh Classification,baseline,Claude Opus 4.5,off,B,B,B,1,176.0,4.0,3.0
IT217,Child-Pugh Classification,irr_to_det_2x,Claude Opus 4.5,off,B,B,B,1,230.0,4.0,3.0
IT217,Child-Pugh Classification,irr_to_det_4x,Claude Opus 4.5,off,B,B,B,1,325.0,4.0,3.0
IT217,Child-Pugh Classification,irr_to_det_matched,Claude Opus 4.5,off,B,B,B,1,189.0,4.0,3.0
IT217,Child-Pugh Classification,irr_to_und_2x,Claude Opus 4.5,off,B,B,B,1,230.0,4.0,3.0
IT217,Child-Pugh Classification,irr_to_und_4x,Claude Opus 4.5,off,B,B,B,1,325.0,4.0,3.0
IT217,Child-Pugh Classification,irr_to_und_matched,Claude Opus 4.5,off,B,B,B,1,189.0,4.0,3.0
IT217,Child-Pugh Classification,rel_to_det,Claude Opus 4.5,off,B,B,B,1,187.0,4.0,3.0
IT217,Child-Pugh Classification,rel_to_und,Claude Opus 4.5,off,B,B,B,1,190.0,4.0,3.0
IT218,Child-Pugh Classification,baseline,Claude Opus 4.5,off,B,B,B,1,178.0,4.0,3.0
IT218,Child-Pugh Classification,irr_to_det_2x,Claude Opus 4.5,off,B,B,B,1,232.0,4.0,3.0
IT218,Child-Pugh Classification,irr_to_det_4x,Claude Opus 4.5,off,B,B,B,1,327.0,4.0,3.0
IT218,Child-Pugh Classification,irr_to_det_matched,Claude Opus 4.5,off,B,B,B,1,191.0,4.0,3.0
IT218,Child-Pugh Classification,irr_to_und_2x,Claude Opus 4.5,off,B,B,B,1,232.0,4.0,3.0
IT218,Child-Pugh Classification,irr_to_und_4x,Claude Opus 4.5,off,B,B,B,1,327.0,4.0,3.0
IT218,Child-Pugh Classification,irr_to_und_matched,Claude Opus 4.5,off,B,B,B,1,191.0,4.0,3.0
IT218,Child-Pugh Classification,rel_to_det,Claude Opus 4.5,off,B,B,B,1,182.0,4.0,3.0
IT218,Child-Pugh Classification,rel_to_und,Claude Opus 4.5,off,B,B,B,1,192.0,4.0,3.0
IT220,Child-Pugh Classification,baseline,Claude Opus 4.5,off,B,B,A,0,163.0,4.0,3.0
IT220,Child-Pugh Classification,irr_to_det_2x,Claude Opus 4.5,off,B,B,A,0,217.0,4.0,3.0
IT220,Child-Pugh Classification,irr_to_det_4x,Claude Opus 4.5,off,B,B,A,0,312.0,4.0,3.0
IT220,Child-Pugh Classification,irr_to_det_matched,Claude Opus 4.5,off,B,B,A,0,176.0,4.0,3.0
IT220,Child-Pugh Classification,irr_to_und_2x,Claude Opus 4.5,off,B,B,A,0,217.0,4.0,3.0
IT220,Child-Pugh Classification,irr_to_und_4x,Claude Opus 4.5,off,B,B,A,0,312.0,4.0,3.0
IT220,Child-Pugh Classification,irr_to_und_matched,Claude Opus 4.5,off,B,B,A,0,176.0,4.0,3.0
IT220,Child-Pugh Classification,rel_to_det,Claude Opus 4.5,off,B,B,A,0,167.0,4.0,3.0
IT220,Child-Pugh Classification,rel_to_und,Claude Opus 4.5,off,B,B,A,0,180.0,4.0,3.0
IT222,Child-Pugh Classification,baseline,Claude Opus 4.5,off,B,B,A,0,179.0,4.0,3.0
IT222,Child-Pugh Classification,irr_to_det_2x,Claude Opus 4.5,off,B,B,A,0,233.0,4.0,3.0
IT222,Child-Pugh Classification,irr_to_det_4x,Claude Opus 4.5,off,B,B,A,0,328.0,4.0,3.0
IT222,Child-Pugh Classification,irr_to_det_matched,Claude Opus 4.5,off,B,B,A,0,192.0,4.0,3.0
IT222,Child-Pugh Classification,irr_to_und_2x,Claude Opus 4.5,off,B,B,A,0,233.0,4.0,3.0
IT222,Child-Pugh Classification,irr_to_und_4x,Claude Opus 4.5,off,B,B,A,0,328.0,4.0,3.0
IT222,Child-Pugh Classification,irr_to_und_matched,Claude Opus 4.5,off,B,B,A,0,192.0,4.0,3.0
IT222,Child-Pugh Classification,rel_to_det,Claude Opus 4.5,off,A,A,A,1,188.0,4.0,3.0
IT222,Child-Pugh Classification,rel_to_und,Claude Opus 4.5,off,B,B,A,0,190.0,4.0,3.0
IT228,Glasgow-Imrie Score,baseline,Claude Opus 4.5,off,B,B,A,0,243.0,4.0,3.0
IT228,Glasgow-Imrie Score,irr_to_det_2x,Claude Opus 4.5,off,B,B,A,0,318.0,4.0,3.0
IT228,Glasgow-Imrie Score,irr_to_det_4x,Claude Opus 4.5,off,B,B,A,0,469.0,4.0,3.0
IT228,Glasgow-Imrie Score,irr_to_det_matched,Claude Opus 4.5,off,B,B,A,0,254.0,4.0,3.0
IT228,Glasgow-Imrie Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,A,0,318.0,4.0,3.0
IT228,Glasgow-Imrie Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,A,0,469.0,4.0,3.0
IT228,Glasgow-Imrie Score,irr_to_und_matched,Claude Opus 4.5,off,B,B,A,0,254.0,4.0,3.0
IT228,Glasgow-Imrie Score,rel_to_det,Claude Opus 4.5,off,B,B,A,0,254.0,4.0,3.0
IT228,Glasgow-Imrie Score,rel_to_und,Claude Opus 4.5,off,B,B,A,0,249.0,4.0,3.0
IT233,Glasgow-Imrie Score,baseline,Claude Opus 4.5,off,B,B,B,1,257.0,4.0,3.0
IT233,Glasgow-Imrie Score,irr_to_det_2x,Claude Opus 4.5,off,B,B,B,1,332.0,4.0,3.0
IT233,Glasgow-Imrie Score,irr_to_det_4x,Claude Opus 4.5,off,B,B,B,1,483.0,4.0,3.0
IT233,Glasgow-Imrie Score,irr_to_det_matched,Claude Opus 4.5,off,B,B,B,1,268.0,4.0,3.0
IT233,Glasgow-Imrie Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,B,1,332.0,4.0,3.0
IT233,Glasgow-Imrie Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,B,1,483.0,4.0,3.0
IT233,Glasgow-Imrie Score,irr_to_und_matched,Claude Opus 4.5,off,B,B,B,1,268.0,4.0,3.0
IT233,Glasgow-Imrie Score,rel_to_det,Claude Opus 4.5,off,B,B,B,1,268.0,4.0,3.0
IT233,Glasgow-Imrie Score,rel_to_und,Claude Opus 4.5,off,B,B,B,1,271.0,4.0,3.0
IT239,Glasgow-Imrie Score,baseline,Claude Opus 4.5,off,B,B,A,0,242.0,4.0,3.0
IT239,Glasgow-Imrie Score,irr_to_det_2x,Claude Opus 4.5,off,B,B,A,0,317.0,4.0,3.0
IT239,Glasgow-Imrie Score,irr_to_det_4x,Claude Opus 4.5,off,B,B,A,0,468.0,4.0,3.0
IT239,Glasgow-Imrie Score,irr_to_det_matched,Claude Opus 4.5,off,B,B,A,0,253.0,4.0,3.0
IT239,Glasgow-Imrie Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,A,0,317.0,4.0,3.0
IT239,Glasgow-Imrie Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,A,0,468.0,4.0,3.0
IT239,Glasgow-Imrie Score,irr_to_und_matched,Claude Opus 4.5,off,B,B,A,0,253.0,4.0,3.0
IT239,Glasgow-Imrie Score,rel_to_det,Claude Opus 4.5,off,B,B,A,0,255.0,4.0,3.0
IT239,Glasgow-Imrie Score,rel_to_und,Claude Opus 4.5,off,B,B,A,0,253.0,4.0,3.0
IT242,Glasgow-Imrie Score,baseline,Claude Opus 4.5,off,B,B,B,1,219.0,4.0,3.0
IT242,Glasgow-Imrie Score,irr_to_det_2x,Claude Opus 4.5,off,B,B,B,1,294.0,4.0,3.0
IT242,Glasgow-Imrie Score,irr_to_det_4x,Claude Opus 4.5,off,A,A,B,0,445.0,4.0,3.0
IT242,Glasgow-Imrie Score,irr_to_det_matched,Claude Opus 4.5,off,B,B,B,1,230.0,4.0,3.0
IT242,Glasgow-Imrie Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,B,1,294.0,4.0,3.0
IT242,Glasgow-Imrie Score,irr_to_und_4x,Claude Opus 4.5,off,B,B,B,1,445.0,4.0,3.0
IT242,Glasgow-Imrie Score,irr_to_und_matched,Claude Opus 4.5,off,B,B,B,1,230.0,4.0,3.0
IT242,Glasgow-Imrie Score,rel_to_det,Claude Opus 4.5,off,B,B,B,1,233.0,4.0,3.0
IT242,Glasgow-Imrie Score,rel_to_und,Claude Opus 4.5,off,B,B,B,1,232.0,4.0,3.0
IT243,Glasgow-Imrie Score,baseline,Claude Opus 4.5,off,B,B,A,0,256.0,4.0,3.0
IT243,Glasgow-Imrie Score,irr_to_det_2x,Claude Opus 4.5,off,B,B,A,0,331.0,4.0,3.0
IT243,Glasgow-Imrie Score,irr_to_det_4x,Claude Opus 4.5,off,B,B,A,0,482.0,4.0,3.0
IT243,Glasgow-Imrie Score,irr_to_det_matched,Claude Opus 4.5,off,B,B,A,0,267.0,4.0,3.0
IT243,Glasgow-Imrie Score,irr_to_und_2x,Claude Opus 4.5,off,B,B,A,0,331.0,4.0,3.0
IT243,Glasgow-Imrie Score,irr_to_und_4x,Claude Opus 4.5,off,A,A,A,1,482.0,4.0,3.0
